Bericht,Berichtklasse,Berichtelement\Datatype,CDT-element\Datatype,CDT-element\Datatype,Sleutelelement,Codelijst,Regel,Regelcode,Retourcode
JW323,Prestatie,Eenheid,,,,,TR341: Eenheid in Prestatie moet passen bij Eenheid in het ToegewezenProduct.,TR341,9341
JW323,Prestatie,Eenheid\LDT_Eenheid,,,,WJ756,RS009: Maximale lengte 2 posities,RS009,
JW323,Prestatie,ProductTarief,,,,,"CD087: Als eenheid ongelijk is aan 83 (euro's) dan verplicht vullen, anders leeg laten.",CD087,0001
JW323,Prestatie,ProductTarief,,,,,TR418: ProductTarief in Prestatie dient overeen te komen met het contractuele tarief van ProductCode.,TR418,0611
JW323,Prestatie,ProductTarief,,,,,IV081: Hoe moet het ProductTarief gevuld worden?,IV081,
JW323,Prestatie,ProductTarief\LDT_Bedrag,,,,,RS001: Minimale waarde 0,RS001,
JW323,Prestatie,ProductTarief\LDT_Bedrag,,,,,RS005: Maximale waarde 99999999 (8*9),RS005,
JW323,Prestatie,IngediendBedrag,,,,,"CS339: Indien Eenheid de waarde 83 (euro's) heeft, moet IngediendBedrag gelijk zijn aan GeleverdVolume.",CS339,0001
JW323,Prestatie,IngediendBedrag,,,,,"TR346: Indien Eenheid ongelijk is aan waarde 83 (Euro’s), moet IngediendBedrag gelijk zijn aan GeleverdVolume vermenigvuldigd met ProductTarief",TR346,9346
JW323,Prestatie,IngediendBedrag\CDT_BedragMetDC,Bedrag,,,,IV024: Hoe moeten bedragen worden gevuld?,IV024,
JW323,Prestatie,IngediendBedrag\CDT_BedragMetDC,Bedrag\LDT_Bedrag,,,,RS001: Minimale waarde 0,RS001,
JW323,Prestatie,IngediendBedrag\CDT_BedragMetDC,Bedrag\LDT_Bedrag,,,,RS005: Maximale waarde 99999999 (8*9),RS005,
JW323,Prestatie,IngediendBedrag\CDT_BedragMetDC,DebetCredit,,,,"CS325: Indien (Totaal)Bedrag de waarde 0 heeft, dan DebetCredit vullen met D (Debet).",CS325,0001
JW323,Prestatie,IngediendBedrag\CDT_BedragMetDC,DebetCredit\LDT_DebetCredit,,,COD043,RS008: Maximale lengte 1 positie,RS008,
JW325,,,,,,,TR342: Alleen afgewezen Prestaties dienen meegestuurd te worden in het declaratie-antwoordbericht op een declaratie.,TR342,0001
JW325,,,,,,,"OP039: In het berichtenverkeer mogen ketenpartijen clientgegevens doorgeven zoals deze in de administratie van de betreffende ketenpartij voorkomen, mits deze gegevens geen onderdeel zijn van een logische sleutel.",OP039,
JW325,,,,,,,"OP047: Als een bericht niet aan de geldende standaard voldoet, mag het bericht afgekeurd worden.",OP047,
JW325,,,,,,,OP079: Het is verplicht om gebruik te maken van het BSN van de client in de onderlinge uitwisseling van gegevens.,OP079,
JW325,,,,,,,OP080: Aan het tijdstip waarop en de volgorde waarin berichten worden ontvangen en verwerkt kunnen ketenpartijen geen betekenis hechten.,OP080,
JW325,,,,,,,OP090x4: Voor ieder ontvangen declaratiebericht wordt binnen 10 werkdagen na ontvangst een declaratie-antwoordbericht verzonden.,OP090x4,
JW325,,,,,,,OP179: De grootte van verzonden bestanden mag niet meer zijn dan 25 Mb.,OP179,
JW325,,,,,,,OP192: Verzonden berichten moeten voldoen aan de technische eisen.,OP192,
JW325,,,,,,,OP254: In de iJw berichten worden AGB-codes gebruikt voor routering van de berichten en voor identificatie van de aanbieder.,OP254,
JW325,,,,,,,OP304: Een declaratie-antwoordbericht bevat alleen detailinformatie over clienten waarvan berichtklassen zijn afgekeurd,OP304,
JW325,,,,,,,OP355: Ieder ontvangen declaratie-antwoordbericht is gerelateerd aan een eerder ontvangen declaratiebericht,OP355,
JW325,,,,,,,IV087: Hoe wordt een declaratie-antwoordbericht opgesteld?,IV087,
JW325,,,,,,,IV088: Welke retourcode moet gevuld worden in het declaratie-antwoordbericht?,IV088,
JW325,Client,,,,,,TR101: Binnen een bericht zijn dubbele regels niet toegestaan.,TR101,0001
JW325,Client,Bsn,,,ja,,TR304: Bsn moet overeenkomen met Bsn van een Client.,TR304,8187
JW325,Client,Bsn\LDT_BurgerServicenummer,,,ja,,CS002: De waarde moet voldoen aan de 11-proef.,CS002,0001
JW325,Client,Bsn\LDT_BurgerServicenummer,,,ja,,RS015: Maximale lengte 9 posities,RS015,
JW325,Client,Bsn\LDT_BurgerServicenummer,,,ja,,RS037: Vullen met 9 cijfers.,RS037,
JW325,DeclaratieAntwoord,DeclaratieNummer,,,ja,,TR376: Het DeclaratieNummer dient overeen te komen met het DeclaratieNummer van een eerder ontvangen Declaratie.,TR376,
JW325,DeclaratieAntwoord,DeclaratieNummer\LDT_IdentificatieDeclaratie,,,ja,,RS017: Maximale lengte 12 posities,RS017,
JW325,DeclaratieAntwoord,TotaalIngediendBedrag\CDT_TotaalBedragMetDC,TotaalBedrag,,,,IV024: Hoe moeten bedragen worden gevuld?,IV024,
JW325,DeclaratieAntwoord,TotaalIngediendBedrag\CDT_TotaalBedragMetDC,TotaalBedrag\LDT_TotaalBedrag,,,,RS001: Minimale waarde 0,RS001,
JW325,DeclaratieAntwoord,TotaalIngediendBedrag\CDT_TotaalBedragMetDC,TotaalBedrag\LDT_TotaalBedrag,,,,RS040: Maximale waarde 999999999999 (12*9),RS040,
JW325,DeclaratieAntwoord,TotaalIngediendBedrag\CDT_TotaalBedragMetDC,DebetCredit,,,,"CS325: Indien (Totaal)Bedrag de waarde 0 heeft, dan DebetCredit vullen met D (Debet).",CS325,0001
JW325,DeclaratieAntwoord,TotaalIngediendBedrag\CDT_TotaalBedragMetDC,DebetCredit\LDT_DebetCredit,,,COD043,RS008: Maximale lengte 1 positie,RS008,
JW325,DeclaratieAntwoord,TotaalToegekendBedrag\CDT_TotaalBedragMetDC,TotaalBedrag,,,,IV024: Hoe moeten bedragen worden gevuld?,IV024,
JW325,DeclaratieAntwoord,TotaalToegekendBedrag\CDT_TotaalBedragMetDC,TotaalBedrag\LDT_TotaalBedrag,,,,RS001: Minimale waarde 0,RS001,
JW325,DeclaratieAntwoord,TotaalToegekendBedrag\CDT_TotaalBedragMetDC,TotaalBedrag\LDT_TotaalBedrag,,,,RS040: Maximale waarde 999999999999 (12*9),RS040,
JW325,DeclaratieAntwoord,TotaalToegekendBedrag\CDT_TotaalBedragMetDC,DebetCredit,,,,"CS325: Indien (Totaal)Bedrag de waarde 0 heeft, dan DebetCredit vullen met D (Debet).",CS325,0001
JW325,DeclaratieAntwoord,TotaalToegekendBedrag\CDT_TotaalBedragMetDC,DebetCredit\LDT_DebetCredit,,,COD043,RS008: Maximale lengte 1 positie,RS008,
JW325,Header,Afzender,,,,,IV046: Welke gemeentecode moet gevuld worden?,IV046,
JW325,Header,Afzender\LDT_Gemeente,,,,,RS035: Vullen met 4 cijfers.,RS035,
JW325,Header,Afzender\LDT_Gemeente,,,,,TR378: Vullen met een bestaande gemeentecode uit het overzicht van CBS dat actueel is op Ingangsdatum of ToewijzingIngangsdatum.,TR378,S300
JW325,Header,Ontvanger\LDT_AgbCode,,,,,RS014: Maximale lengte 8 posities,RS014,
JW325,Header,Ontvanger\LDT_AgbCode,,,,,RS036: Vullen met 8 cijfers.,RS036,
JW325,Header,BerichtIdentificatie\CDT_BerichtIdentificatie,Identificatie,,,,TR056: Identificatie moet per berichtsoort uniek zijn voor de verzendende partij.,TR056,9056
JW325,Header,BerichtIdentificatie\CDT_BerichtIdentificatie,Identificatie\LDT_IdentificatieBericht,,,,RS017: Maximale lengte 12 posities,RS017,
JW325,Header,BerichtIdentificatie\CDT_BerichtIdentificatie,Identificatie\LDT_IdentificatieBericht,,,,RS033: Geen lege elementen in XML.,RS033,
JW325,Header,BerichtIdentificatie\CDT_BerichtIdentificatie,Dagtekening,,,,TR135: Vullen met een bestaande datum die niet in de toekomst ligt.,TR135,8848
JW325,Header,BerichtIdentificatie\CDT_BerichtIdentificatie,Dagtekening\LDT_Datum,,,,RS032: Datum vullen zonder tijdzone.,RS032,
JW325,Header,BerichtCode\LDT_BerichtCode,,,,,RS010: Maximale lengte 3 posities,RS010,
JW325,Header,BerichtCode\LDT_BerichtCode,,,,,RS047: Vullen met BerichtCode volgens de specificatie,RS047,
JW325,Header,BerichtVersie,,,,,CS025: BerichtVersie vullen met 3.,CS025,
JW325,Header,BerichtVersie\LDT_BerichtVersie,,,,,RS001: Minimale waarde 0,RS001,
JW325,Header,BerichtVersie\LDT_BerichtVersie,,,,,RS002: Maximale waarde 99,RS002,
JW325,Header,BerichtSubversie,,,,,CS015: BerichtSubversie vullen met 2.,CS015,
JW325,Header,BerichtSubversie\LDT_BerichtSubversie,,,,,RS001: Minimale waarde 0,RS001,
JW325,Header,BerichtSubversie\LDT_BerichtSubversie,,,,,RS002: Maximale waarde 99,RS002,
JW325,Header,XsdVersie\CDT_XsdVersie,BerichtXsdVersie,,,,IV034: Hoe moet XsdVersie gevuld worden?,IV034,
JW325,Header,XsdVersie\CDT_XsdVersie,BerichtXsdVersie\LDT_Versie,,,,"RS048: Vullen met een versienummer bestaande uit drie gehele getallen, gescheiden met punten.",RS048,
JW325,Header,XsdVersie\CDT_XsdVersie,BasisschemaXsdVersie,,,,IV034: Hoe moet XsdVersie gevuld worden?,IV034,
JW325,Header,XsdVersie\CDT_XsdVersie,BasisschemaXsdVersie\LDT_Versie,,,,"RS048: Vullen met een versienummer bestaande uit drie gehele getallen, gescheiden met punten.",RS048,
JW325,Header,DeclaratieIdentificatie,,,,,TR337: De DeclaratieIdentificatie dient overeen te komen met de BerichtIdentificatie van een eerder ontvangen Declaratiebericht.,TR337,
JW325,Header,DeclaratieIdentificatie\CDT_BerichtIdentificatie,Identificatie,,,,TR056: Identificatie moet per berichtsoort uniek zijn voor de verzendende partij.,TR056,9056
JW325,Header,DeclaratieIdentificatie\CDT_BerichtIdentificatie,Identificatie\LDT_IdentificatieBericht,,,,RS017: Maximale lengte 12 posities,RS017,
JW325,Header,DeclaratieIdentificatie\CDT_BerichtIdentificatie,Identificatie\LDT_IdentificatieBericht,,,,RS033: Geen lege elementen in XML.,RS033,
JW325,Header,DeclaratieIdentificatie\CDT_BerichtIdentificatie,Dagtekening,,,,TR135: Vullen met een bestaande datum die niet in de toekomst ligt.,TR135,8848
JW325,Header,DeclaratieIdentificatie\CDT_BerichtIdentificatie,Dagtekening\LDT_Datum,,,,RS032: Datum vullen zonder tijdzone.,RS032,
JW325,Header,XsltVersie,,,,,IV033: Hoe moet XsltVersie gevuld worden?,IV033,
JW325,Header,XsltVersie\LDT_Versie,,,,,"RS048: Vullen met een versienummer bestaande uit drie gehele getallen, gescheiden met punten.",RS048,
JW325,Header,XsdVersieDeclaratie,,,,,TR371: Waarde moet overeenkomen met waarde van XsdVersie uit het declaratiebericht dat gerelateerd is op basis van DeclaratieIdentificatie.,TR371,
JW325,Header,XsdVersieDeclaratie\CDT_XsdVersie,BerichtXsdVersie,,,,IV034: Hoe moet XsdVersie gevuld worden?,IV034,
JW325,Header,XsdVersieDeclaratie\CDT_XsdVersie,BerichtXsdVersie\LDT_Versie,,,,"RS048: Vullen met een versienummer bestaande uit drie gehele getallen, gescheiden met punten.",RS048,
JW325,Header,XsdVersieDeclaratie\CDT_XsdVersie,BasisschemaXsdVersie,,,,IV034: Hoe moet XsdVersie gevuld worden?,IV034,
JW325,Header,XsdVersieDeclaratie\CDT_XsdVersie,BasisschemaXsdVersie\LDT_Versie,,,,"RS048: Vullen met een versienummer bestaande uit drie gehele getallen, gescheiden met punten.",RS048,
JW325,Prestatie,,,,,,TR101: Binnen een bericht zijn dubbele regels niet toegestaan.,TR101,0001
JW325,Prestatie,ProductReferentie,,,ja,,TR366: Iedere Prestatie in een declaratieantwoord is gerelateerd aan een declaratiebericht op basis van ProductReferentie.,TR366,9366
JW325,Prestatie,ProductReferentie\CDT_Referentie,ReferentieNummer\LDT_ReferentieNummer,,ja,,RS019: Maximale lengte 20 posities,RS019,
JW325,Prestatie,ProductReferentie\CDT_Referentie,VorigReferentieNummer,,ja,,"CD060: Verplicht vullen indien DebetCredit bij het ingediende bedrag de waarde C (credit) heeft, anders leeg laten.",CD060,0001
JW325,Prestatie,ProductReferentie\CDT_Referentie,VorigReferentieNummer\LDT_ReferentieNummer,,ja,,RS019: Maximale lengte 20 posities,RS019,
JW325,Prestatie,ToewijzingNummer,,,,,TR367: Waarde moet overeenkomen met waarde uit het declaratiebericht dat gerelateerd is op basis van ProductReferentie,TR367,9367
JW325,Prestatie,ToewijzingNummer\LDT_Nummer,,,,,RS001: Minimale waarde 0,RS001,
JW325,Prestatie,ToewijzingNummer\LDT_Nummer,,,,,RS006: Maximale waarde 999999999 (9*9),RS006,
JW325,Prestatie,ProductCategorie,,,,,TR367: Waarde moet overeenkomen met waarde uit het declaratiebericht dat gerelateerd is op basis van ProductReferentie,TR367,9367
JW325,Prestatie,ProductCategorie\LDT_ProductCategorie,,,,JZ020,RS009: Maximale lengte 2 posities,RS009,
JW325,Prestatie,ProductCode,,,,,TR367: Waarde moet overeenkomen met waarde uit het declaratiebericht dat gerelateerd is op basis van ProductReferentie,TR367,9367
JW325,Prestatie,ProductCode\LDT_ProductCode,,,,,RS012: Maximale lengte 5 posities,RS012,
JW325,Prestatie,ProductCode\LDT_ProductCode,,,,,RS033: Geen lege elementen in XML.,RS033,
JW325,Prestatie,ProductPeriode,,,,,TR367: Waarde moet overeenkomen met waarde uit het declaratiebericht dat gerelateerd is op basis van ProductReferentie,TR367,9367
JW325,Prestatie,ProductPeriode\CDT_GeslotenPeriode,Begindatum,,,,TR134: Vullen met een bestaande datum die niet groter is dan de Dagtekening van het bericht.,TR134,0001
JW325,Prestatie,ProductPeriode\CDT_GeslotenPeriode,Begindatum\LDT_Datum,,,,RS032: Datum vullen zonder tijdzone.,RS032,
JW325,Prestatie,ProductPeriode\CDT_GeslotenPeriode,Einddatum,,,,"TR137: Vullen met een waarde die groter is dan, of gelijk is aan de Begindatum van de aangeduide periode én die niet groter is dan de Dagtekening van het bericht.",TR137,0001
JW325,Prestatie,ProductPeriode\CDT_GeslotenPeriode,Einddatum\LDT_Datum,,,,RS032: Datum vullen zonder tijdzone.,RS032,
JW325,Prestatie,GeleverdVolume,,,,,TR367: Waarde moet overeenkomen met waarde uit het declaratiebericht dat gerelateerd is op basis van ProductReferentie,TR367,9367
JW325,Prestatie,GeleverdVolume\LDT_Volume,,,,,RS001: Minimale waarde 0,RS001,
JW325,Prestatie,GeleverdVolume\LDT_Volume,,,,,RS005: Maximale waarde 99999999 (8*9),RS005,
JW325,Prestatie,Eenheid,,,,,TR367: Waarde moet overeenkomen met waarde uit het declaratiebericht dat gerelateerd is op basis van ProductReferentie,TR367,9367
JW325,Prestatie,Eenheid\LDT_Eenheid,,,,WJ756,RS009: Maximale lengte 2 posities,RS009,
JW325,Prestatie,ProductTarief,,,,,TR367: Waarde moet overeenkomen met waarde uit het declaratiebericht dat gerelateerd is op basis van ProductReferentie,TR367,9367
JW325,Prestatie,ProductTarief\LDT_Bedrag,,,,,RS001: Minimale waarde 0,RS001,
JW325,Prestatie,ProductTarief\LDT_Bedrag,,,,,RS005: Maximale waarde 99999999 (8*9),RS005,
JW325,Prestatie,IngediendBedrag,,,,,TR367: Waarde moet overeenkomen met waarde uit het declaratiebericht dat gerelateerd is op basis van ProductReferentie,TR367,9367
JW325,Prestatie,IngediendBedrag\CDT_BedragMetDC,Bedrag,,,,IV024: Hoe moeten bedragen worden gevuld?,IV024,
JW325,Prestatie,IngediendBedrag\CDT_BedragMetDC,Bedrag\LDT_Bedrag,,,,RS001: Minimale waarde 0,RS001,
JW325,Prestatie,IngediendBedrag\CDT_BedragMetDC,Bedrag\LDT_Bedrag,,,,RS005: Maximale waarde 99999999 (8*9),RS005,
JW325,Prestatie,IngediendBedrag\CDT_BedragMetDC,DebetCredit,,,,"CS325: Indien (Totaal)Bedrag de waarde 0 heeft, dan DebetCredit vullen met D (Debet).",CS325,0001
JW325,Prestatie,IngediendBedrag\CDT_BedragMetDC,DebetCredit\LDT_DebetCredit,,,COD043,RS008: Maximale lengte 1 positie,RS008,
JW325,RetourCodes,RetourCode\LDT_RetourCode,,,,WJ001,RS011: Maximale lengte 4 posities,RS011,
,,,,,,,,,
